sample	chromosome	start	end	probes	log2
20	3	36670000	40750000	205	0.3549
20	3	40770000	53930000	655	-0.3276
20	3	53950000	56530000	130	-1.114
20	3	56550000	57250000	36	-0.0757
20	3	57270000	57490000	12	1.7968
20	3	57510000	58630000	56	-0.1193
20	3	58650000	69010000	512	-1.2401
20	3	69030000	75570000	328	-0.2648
20	3	75590000	75790000	10	-4.2161
20	3	75810000	96870000	886	-0.9653
20	3	96890000	101690000	240	0.0072
20	3	101710000	106770000	254	-0.9082
20	3	106790000	107270000	25	0.1866
20	3	107290000	107410000	7	-1.7016
20	3	107430000	108230000	41	0.6115
20	3	108270000	108390000	7	2.6718
20	3	108410000	109230000	42	0.4777
20	3	109250000	111250000	101	-0.9541
20	3	111270000	113910000	133	0.3585
20	3	113930000	118850000	246	-1.1884
20	3	118870000	131310000	615	0.3432
20	3	131330000	132030000	36	-0.7539
20	3	132050000	132470000	22	1458
20	3	132490000	133050000	29	-0.9542
20	3	133070000	142030000	445	0.2603
20	3	142050000	142270000	12	2.0319
20	3	142290000	142990000	35	0.4493
20	3	143010000	146950000	198	-0.7644
20	3	146970000	148530000	78	-0.0945
20	3	148550000	151170000	132	0.9699
20	3	151190000	161150000	497	0.3776
20	3	161170000	166510000	267	-0.3514
20	3	166530000	182270000	784	0.2392
20	3	182290000	187990000	284	0.9658
20	3	188010000	192970000	249	0.3531
20	3	192990000	196890000	190	1.2659
20	3	196910000	197410000	25	0.3992
20	3	197430000	197850000	22	1.295
20	4	50000	10630000	509	-0.0322
20	4	10650000	14990000	215	-1.6736
20	4	15010000	18070000	152	-0.7764
20	4	18090000	20410000	117	-2.2435
20	4	20430000	20630000	11	1.0341
20	4	20650000	24350000	184	-2.0049
20	4	24370000	27410000	153	-0.7558
20	4	27430000	30070000	132	-2654
20	4	30090000	35070000	248	-1.1507
20	4	35090000	36050000	49	-0.6871
20	4	36070000	36350000	15	1.3912
20	4	36370000	37510000	58	-1.0069
20	4	37530000	38910000	70	0.0316
20	4	38930000	40150000	62	0.9068
20	4	40170000	42650000	123	0.186
20	4	42670000	47350000	235	-0.8768
20	4	47370000	48490000	57	0.4291
20	4	48510000	48630000	7	2.6669
20	4	48650000	52770000	28	0505
20	4	52790000	56170000	169	-0.0729
20	4	56190000	58010000	92	0.7182
20	4	58030000	68290000	506	-0.8147
20	4	68310000	79870000	567	0.0897
20	4	79890000	82690000	140	-0.821
20	4	82710000	84630000	97	0.418
20	4	84650000	85510000	44	-1.8883
20	4	85530000	85790000	14	1.2765
20	4	85810000	87370000	78	-1.7748
20	4	87390000	89850000	124	-0.1008
20	4	89870000	94870000	250	-1.6488
20	4	94890000	114690000	988	-0.4059
20	4	114710000	122710000	391	-1.2181
20	4	122730000	123070000	18	0.1522
20	4	123090000	123370000	15	1.8247
20	4	123390000	124390000	51	-0619
20	4	124410000	128550000	207	-1.7727
20	4	128570000	130090000	77	0.0655
20	4	130110000	138870000	434	-1.9359
20	4	138890000	160390000	1069	-0.8652
20	4	160410000	165610000	259	-1822
20	4	165630000	167050000	72	-0.218
20	4	167090000	169010000	97	-132
20	4	169030000	171030000	101	-0.0534
20	4	171050000	174150000	156	-1.8909
20	4	174170000	178470000	216	-0.7418
20	4	178490000	183130000	233	-1.809
20	4	183150000	187270000	206	-0.2741
20	4	187290000	191030000	184	-1.0155
20	5	30000	8030000	398	0.2145
20	5	8050000	13510000	272	-0.49
20	5	13530000	14970000	73	0.4477
20	5	14990000	16410000	72	-0.4056
20	5	16430000	17790000	65	0.3434
20	5	17810000	31030000	648	-0.8503
20	5	31050000	36930000	283	0.0882
20	5	36950000	37390000	23	1.6868
20	5	37410000	39430000	102	0.1529
20	5	39450000	42690000	162	-0433
20	5	42710000	43750000	53	0.6223
20	5	43770000	52130000	235	-0.9101
20	5	52150000	54370000	111	-0.2201
20	5	54390000	55310000	47	1.0544
20	5	55330000	56710000	70	-0782
20	5	56730000	59870000	157	-1.6135
20	5	59890000	62050000	109	-0658
20	5	62070000	64450000	119	-1.7049
20	5	64470000	65470000	50	0.3848
20	5	65490000	68330000	143	-1.2866
20	5	68350000	80870000	534	-0.3126
20	5	80890000	89890000	451	-1.7517
20	5	89910000	90110000	11	1.9978
20	5	90130000	93710000	177	-2.015
20	5	93730000	96550000	141	-0233
20	5	96570000	102170000	273	-2.1212
20	5	102190000	102530000	18	0.7986
20	5	102550000	108070000	275	-2.1474
20	5	108090000	116230000	408	-1.266
20	5	116250000	118150000	96	-2185
20	5	118170000	118910000	38	-0.3438
20	5	118930000	121210000	115	-2.6794
20	5	121230000	122970000	88	-0.9699
20	5	123010000	125510000	125	-2.0529
20	5	125530000	127430000	96	-1.023
20	5	127450000	128470000	52	0.1288
20	5	128490000	130470000	100	-1.1061
20	5	130490000	134830000	216	0.4285
20	5	134850000	137190000	118	-0.2671
20	5	137210000	140130000	144	0.9602
20	5	140150000	140410000	14	-0.4757
20	5	140430000	142750000	116	0.7061
20	5	142770000	151230000	422	0.0177
20	5	151250000	167490000	804	-0.4406
20	5	167510000	170430000	147	0.211
20	5	170450000	170530000	5	-2.7846
20	5	170550000	171610000	54	0.3957
20	5	171630000	172530000	46	0.9591
20	5	172550000	180710000	379	0.3108
20	6	170000	8450000	413	0.3258
20	6	8470000	9730000	64	-0528
20	6	9750000	11010000	64	0426
20	6	11030000	17490000	322	0.141
20	6	17510000	18570000	54	0.7547
20	6	18590000	24330000	285	-0.3232
20	6	24350000	47790000	1147	0.286
20	6	47810000	51570000	187	-0.9413
20	6	51590000	57530000	296	0.1706
20	6	57550000	69530000	423	-1.0336
20	6	69550000	76750000	356	-0.132
20	6	76770000	79550000	140	-1.135
20	6	79570000	81130000	79	0.2186
20	6	81150000	82750000	80	-1.2519
20	6	82770000	91290000	426	0.0188
20	6	91310000	99690000	411	-0.9528
20	6	99710000	101530000	91	0.4853
20	6	101550000	105130000	179	-0.9858
20	6	105150000	106710000	77	0.0847
20	6	106730000	110830000	206	0575
20	6	110850000	111730000	45	1.4084
20	6	111750000	112370000	32	0.1459
20	6	112390000	112490000	6	1.9397
20	6	112510000	116530000	200	-0.9771
20	6	116550000	119710000	158	0.2352
20	6	119730000	121390000	82	-1.0241
20	6	121410000	155630000	1701	-0.022
20	6	155650000	170890000	745	-0827
20	7	50000	8490000	410	0.9125
20	7	8510000	20570000	604	-0.4999
20	7	20590000	33430000	640	0.1307
20	7	33450000	34850000	71	-0.6997
20	7	34870000	48470000	666	0.3624
20	7	48490000	54450000	295	-0327
20	7	54470000	66830000	314	0.4888
20	7	66850000	71790000	246	0.0579
20	7	71810000	77830000	209	0.4874
20	7	77850000	83850000	298	-0.2725
20	7	83870000	86510000	133	-1.1215
20	7	86530000	88390000	94	0.3676
20	7	88410000	89690000	65	-1.3199
20	7	89710000	91570000	92	-0.2704
20	7	91590000	92210000	32	1.3762
20	7	92230000	97470000	261	-0.1407
20	7	97490000	103410000	274	0.6351
20	7	103430000	104410000	50	-0.7329
20	7	104430000	108230000	188	0.4157
20	7	108250000	115810000	378	-1.0194
20	7	115830000	118110000	115	0.09
20	7	118130000	120430000	116	-1.1556
20	7	120450000	123790000	168	0.0654
20	7	123810000	126910000	156	-0.8056
20	7	126930000	135810000	434	0.2419
20	7	135830000	137070000	62	-0.8304
20	7	137090000	141950000	241	0.4547
20	7	141970000	142770000	35	-0.6885
20	7	142790000	148250000	249	-1.494
20	7	148270000	154550000	295	-084
20	7	154570000	158370000	189	0.0967
20	7	158390000	158590000	11	1.2638
20	7	158610000	159110000	26	-0.0349
20	8	190000	6050000	294	-1.2003
20	8	6070000	13250000	278	-0991
20	8	13270000	16830000	178	-1097
20	8	16850000	17970000	56	0.2818
20	8	17990000	27250000	461	-0.8712
20	8	27270000	31110000	192	-0.1707
20	8	31130000	37950000	341	-1.3729
20	8	37970000	39890000	97	0.035
20	8	39910000	41150000	63	-0.9473
20	8	41170000	43230000	104	0948
20	8	43250000	48230000	47	-0.6398
20	8	48250000	48670000	22	0.4323
20	8	48690000	48970000	15	1.2593
20	8	49010000	50030000	51	0.0438
20	8	50050000	52130000	104	-0.9008
20	8	52150000	57910000	286	0.1188
20	8	57930000	63410000	274	-1.0514
20	8	63430000	67350000	197	-0.0078
20	8	67370000	68330000	49	1.4577
20	8	68350000	75350000	349	0.3258
20	8	75370000	94530000	942	-0.1206
20	8	94550000	96350000	91	1.002
20	8	96370000	98510000	107	-0.0048
20	8	98530000	105830000	363	0.6883
20	8	105850000	110210000	217	-0.0064
20	8	110230000	110590000	19	1.9645
20	8	110610000	120370000	488	-0.1362
20	8	120390000	121810000	72	0.9289
20	8	121830000	123510000	85	-0.0518
20	8	123530000	124090000	29	0.6995
20	8	124110000	124450000	18	1802
20	8	124470000	126810000	118	0.6714
20	8	126830000	132890000	303	0.0335
20	8	132910000	136870000	195	0857
20	8	136890000	140590000	186	-0.1182
20	8	140610000	146290000	271	0698
20	9	210000	750000	28	-0.106
20	9	770000	4530000	187	-1.3903
20	9	4550000	7270000	135	-0.3374
20	9	7290000	8290000	50	-2.2353
20	9	8310000	8930000	32	-0.2496
20	9	8950000	13050000	206	-2.0844
20	9	13070000	19790000	334	-0828
20	9	19810000	20730000	47	-4.3717
20	9	20750000	21490000	37	-2.0845
20	9	21510000	26830000	266	-4.4991
20	9	26850000	27570000	37	-2.445
20	9	27590000	30730000	157	-4.6856
20	9	30750000	33630000	142	0.3744
20	9	33670000	35810000	108	-0.428
20	9	35830000	73230000	273	0.3783
20	9	73250000	74150000	45	-0.8203
20	9	74170000	75910000	88	0.1676
20	9	75930000	77310000	70	-1.0942
20	9	77330000	79810000	123	0.0891
20	9	79830000	79990000	8	2.2634
20	9	80010000	80970000	49	0.272
20	9	80990000	85770000	238	-0174
20	9	85790000	103390000	853	0.2874
20	9	103410000	107270000	192	-0.6991
20	9	107290000	108530000	63	0.6023
20	9	108550000	114110000	276	-0.8322
20	9	114130000	114530000	21	1.0051
20	9	114550000	117610000	153	-0.3394
20	9	117630000	122970000	266	-1.7447
20	9	122990000	123950000	49	0.3006
20	9	123970000	128470000	225	-0.3423
20	9	128490000	141070000	610	0.3109
20	10	110000	8750000	430	0.1963
20	10	8770000	10890000	106	-0.6639
20	10	10910000	23810000	621	0.2966
20	10	23830000	26270000	123	-0.8981
20	10	26290000	44170000	687	-0.0621
20	10	44190000	51790000	229	-0.6426
20	10	51810000	57110000	253	-1.2569
20	10	57130000	59530000	120	-2.2936
20	10	59570000	63090000	176	-1.0985
20	10	63110000	65590000	125	-0.0909
20	10	65610000	69390000	189	-1.458
20	10	69410000	77370000	393	0.2623
20	10	77390000	78650000	64	-1.016
20	10	78670000	82530000	179	-0.0193
20	10	82550000	85650000	156	-1.1886
20	10	85670000	89270000	164	-0.2984
20	10	89290000	90330000	53	-2.2363
20	10	90350000	93210000	143	-0.9607
20	10	93230000	103270000	501	-0.3036
20	10	103290000	106450000	158	0038
20	10	106470000	107030000	29	-0.717
20	10	107050000	111570000	226	-1.772
20	10	111590000	112770000	60	0.3412
20	10	112790000	113890000	56	-0.8421
20	10	113910000	117110000	161	0.0324
20	10	117130000	117690000	29	-1012
20	10	117710000	135430000	866	-0.0643
20	11	210000	21190000	1028	-0634
20	11	21210000	30690000	473	-1.7105
20	11	30710000	36810000	306	-0.6064
20	11	36830000	43290000	320	-2.0084
20	11	43310000	49210000	280	-0.3911
20	11	49230000	56710000	145	-173
20	11	56730000	59390000	134	-0.6321
20	11	59410000	61070000	82	-0.2157
20	11	61090000	74990000	677	0.3955
20	11	75010000	78490000	173	-0.3398
20	11	78510000	82490000	200	-1.8333
20	11	82510000	82990000	24	0349
20	11	83010000	85270000	111	-1.7098
20	11	85290000	87230000	96	0.0986
20	11	87250000	89350000	103	-1.3928
20	11	89370000	89950000	13	1.0682
20	11	89970000	92870000	146	-1.9639
20	11	92890000	96130000	162	-0.4881
20	11	96150000	101750000	273	-1.6365
20	11	101770000	103330000	76	0.2877
20	11	103350000	104730000	70	-1.8384
20	11	104750000	104990000	13	1.8101
20	11	105010000	107170000	109	-1328
20	11	107190000	108590000	71	0.3527
20	11	108610000	111350000	138	-1.3473
20	11	111370000	112130000	38	0014
20	11	112150000	116550000	221	-0.9103
20	11	116570000	122490000	297	-0.394
20	11	122510000	134930000	621	0.4235
20	12	170000	16430000	804	0.7196
20	12	16450000	18430000	100	-0.3191
20	12	18450000	30750000	612	0519
20	12	30770000	33170000	118	1.2933
20	12	33190000	39670000	130	-0786
20	12	39690000	58370000	929	0.389
20	12	58390000	62550000	207	-1.0832
20	12	62570000	66970000	221	0.1718
20	12	66990000	68990000	100	-1.1747
20	12	69010000	73050000	201	0.1156
20	12	73070000	75650000	129	-1.2213
20	12	75670000	83790000	405	-0.1642
20	12	83810000	85230000	71	-2.2098
20	12	85250000	85710000	23	0688
20	12	85730000	88410000	135	-1.9202
20	12	88430000	88590000	9	2.484
20	12	88610000	93090000	224	-1.6503
20	12	93110000	102610000	473	-0.0709
20	12	102630000	103970000	68	-165
20	12	103990000	105930000	97	0.0797
20	12	105950000	106470000	27	-1.6536
20	12	106490000	114290000	387	-0.249
20	12	114310000	120750000	322	-0.7314
20	12	120770000	122950000	107	-0.2351
20	12	122970000	123110000	8	1.9995
20	12	123130000	124350000	62	0.1404
20	12	124370000	126010000	81	-0.4519
20	12	126030000	130550000	224	-1.2295
20	12	130570000	133510000	141	0.3259
20	12	133530000	133830000	16	-2.4109
20	13	19270000	22910000	183	0662
20	13	22930000	23190000	14	-1.1914
20	13	23210000	32010000	436	0.3401
20	13	32030000	32290000	14	-2.1765
20	13	32310000	33330000	52	0.3838
20	13	33350000	41450000	405	-1.0605
20	13	41490000	42890000	71	0.2991
20	13	42910000	53650000	528	-0.6389
20	13	53670000	72990000	962	-1.9732
20	13	73010000	77490000	224	-1.2386
20	13	77510000	77870000	19	1352
20	13	77890000	78330000	22	-0.2094
20	13	78350000	94910000	818	-0.9023
20	13	94930000	96690000	88	0.36
20	13	96710000	102070000	269	-0.4701
20	13	102090000	103210000	56	-1.9863
20	13	103230000	103530000	16	1.4571
20	13	103550000	108690000	257	-1.4625
20	13	108710000	110230000	76	0.0347
20	13	110250000	115090000	222	0.7817
20	14	19090000	24770000	234	0.2535
20	14	24790000	25950000	59	-0.8365
20	14	25970000	30950000	250	-2.1124
20	14	30970000	32070000	56	0.369
20	14	32090000	34970000	144	-0.8522
20	14	34990000	36350000	69	0.7125
20	14	36370000	39430000	154	-0.7292
20	14	39450000	39910000	24	1.0308
20	14	39930000	45310000	268	-1.4489
20	14	45330000	45710000	19	1.6437
20	14	45730000	49890000	208	-1.1129
20	14	49910000	51450000	78	0.7025
20	14	51470000	78750000	1360	-0.3054
20	14	78770000	80870000	106	-1.8362
20	14	80890000	82130000	63	-0349
20	14	82150000	88270000	307	-2.0676
20	14	88290000	97590000	460	-0.2843
20	14	97610000	99110000	76	-1.4897
20	14	99130000	107270000	404	-0.2352
20	15	20070000	24230000	87	0.2454
20	15	24250000	25010000	38	-0.9831
20	15	25030000	31510000	267	0.2549
20	15	31530000	37450000	268	-0.8903
20	15	37470000	37890000	22	-3.0005
20	15	37910000	40190000	115	-1.0809
20	15	40210000	44210000	195	0.197
20	15	44230000	44550000	17	-1.3989
20	15	44570000	45890000	67	-0.0028
20	15	45910000	46250000	18	-1.0537
20	15	46270000	47850000	79	-2.3234
20	15	47870000	53090000	261	-0.1215
20	15	53130000	55450000	117	-1235
20	15	55470000	60930000	271	-0.3604
20	15	60950000	62130000	60	-1.4826
20	15	62150000	62330000	10	2882
20	15	62350000	63810000	74	-0.6578
20	15	63830000	64050000	12	1.9751
20	15	64070000	65710000	82	-0.2989
20	15	65730000	66070000	18	1.2703
20	15	66090000	67250000	59	-0.2293
20	15	67270000	79650000	615	0.7172
20	15	79670000	80010000	18	-0.4471
20	15	80030000	81770000	87	0.6532
20	15	81790000	82030000	13	-0.7815
20	15	82050000	86810000	195	0787
20	15	86830000	88350000	77	-0.4983
20	15	88390000	91430000	153	0.7659
20	15	91450000	93990000	128	0.313
20	15	94010000	98430000	221	-0.4697
20	15	98450000	101450000	151	0.2316
20	15	101470000	102390000	45	-0.4443
20	16	90000	5490000	266	0.2474
20	16	5510000	10250000	234	-0.2118
20	16	10270000	47730000	1034	0.3316
20	16	47750000	51310000	178	-0.4024
20	16	51330000	52850000	77	-1.3101
20	16	52870000	53250000	20	-0.1168
20	16	53270000	53410000	8	1.974
20	16	53430000	58870000	269	0.3325
20	16	58890000	66110000	362	-0.7783
20	16	66130000	72190000	295	0.3977
20	16	72210000	79830000	379	-0.3807
20	16	79850000	80050000	11	-4.0977
20	16	80070000	84750000	233	-0.8224
20	16	84770000	90150000	266	0.3964
20	17	10000	8630000	424	-0.3741
20	17	8650000	12050000	171	0.177
20	17	12070000	15350000	165	-0.1899
20	17	15370000	34210000	703	0.4775
20	17	34230000	49730000	719	-0.1895
20	17	49750000	52870000	156	-1.8575
20	17	52890000	54450000	79	-0444
20	17	54470000	57550000	154	0.2848
20	17	57570000	66850000	448	0.9545
20	17	66870000	67310000	23	2.3532
20	17	67330000	67570000	13	0.8142
20	17	67590000	70290000	136	0.0034
20	17	70310000	71710000	69	0.8282
20	17	71730000	79710000	393	1.2578
20	17	79770000	81110000	68	1.0158
20	17	81130000	81150000	2	-3.6325
20	18	70000	2490000	120	-0321
20	18	2510000	3870000	69	0.8969
20	18	3890000	5370000	75	-0.4139
20	18	5390000	13150000	386	0.1487
20	18	13170000	15170000	77	-0.7502
20	18	15190000	20050000	76	0.7124
20	18	20070000	20470000	21	-0921
20	18	20490000	24650000	208	0.6313
20	18	24670000	28050000	170	-0.2268
20	18	28070000	29810000	86	0.8724
20	18	29830000	32790000	149	0.1352
20	18	32810000	35390000	130	0.8952
20	18	35410000	43110000	384	-0.1829
20	18	43130000	46590000	171	0.8848
20	18	46610000	61670000	743	-0.079
20	18	61690000	74070000	615	-0.4827
20	18	74090000	78010000	192	0.1362
20	19	270000	24310000	1130	0458
20	19	24330000	33230000	252	-0914
20	19	33250000	34670000	72	0.4464
20	19	34690000	37730000	150	0.9751
20	19	37750000	38830000	54	0.3692
20	19	38850000	52870000	684	-0.2614
20	19	52890000	53990000	56	0.9853
20	19	54010000	59090000	253	0.2593
20	20	70000	6250000	309	-0.4316
20	20	6270000	7450000	59	-2.0868
20	20	7470000	11330000	193	-1.0285
20	20	11350000	13490000	108	-1.9934
20	20	13510000	14030000	27	0.2006
20	20	14050000	15870000	91	-1735
20	20	15890000	24330000	422	-0.7528
20	20	24350000	25590000	63	0.2944
20	20	25610000	29550000	27	-0653
20	20	29570000	37810000	402	044
20	20	37830000	41930000	206	-0.1732
20	20	41950000	52970000	550	0.3512
20	20	52990000	54830000	93	-0.7107
20	20	54850000	58390000	177	0.469
20	20	58410000	58490000	5	2.8081
20	20	58510000	62890000	214	0.795
20	21	9430000	32530000	904	-0748
20	21	32550000	33990000	72	0.3433
20	21	34010000	35310000	64	1.4841
20	21	35330000	41570000	312	0.8342
20	21	41590000	41830000	13	-0.3322
20	21	41850000	48090000	306	0.8301
20	22	16930000	32970000	733	0.3292
20	22	32990000	35370000	120	-0.4063
20	22	35390000	48350000	649	0.4372
20	22	48370000	51170000	135	0.7969
20	23	70000	2590000	106	0.2756
20	23	2610000	20290000	871	0.7127
20	23	20310000	21390000	54	-0.2018
20	23	21410000	22330000	47	0.8968
20	23	22350000	23670000	67	-0.2133
20	23	23690000	25050000	68	0.977
20	23	25070000	33990000	442	6e-04
20	23	34010000	37250000	157	-1.2711
20	23	37270000	41750000	225	-0.3456
20	23	41770000	43390000	82	-2.0173
20	23	43410000	50170000	323	-0201
20	23	50190000	52070000	89	-1491
20	23	52090000	63850000	355	-0.1439
20	23	63870000	65510000	82	-1.1476
20	23	65530000	67230000	86	-2.1004
20	23	67250000	71950000	230	-0.3076
20	23	72210000	76630000	221	-193
20	23	76650000	77390000	36	0.7415
20	23	77410000	99810000	980	-1.7943
20	23	99830000	100810000	50	0.2815
20	23	100830000	117470000	808	-1.2187
20	23	117490000	120270000	131	-0.1753
20	23	120290000	122430000	108	-2.3291
20	23	122450000	123510000	54	-0.0083
20	23	123530000	128570000	251	-2.0971
20	23	128590000	129610000	52	0.0744
20	23	129630000	133290000	183	-1.3073
20	23	133310000	136110000	133	-0.099
20	23	136130000	138570000	123	-1.9549
20	23	138590000	139110000	27	0.217
20	23	139130000	149210000	469	-1.6156
20	23	149230000	155230000	275	-0.646
20	24	2670000	59030000	596	-4.9401
21	1	750000	2570000	89	0.0796
21	1	2590000	4790000	97	-1.4277
21	1	4810000	9470000	234	0.0604
21	1	9490000	12470000	150	-0.3911
21	1	12490000	15350000	102	-0.7928
21	1	15370000	16770000	70	-0.3272
21	1	16790000	17290000	15	0.6644
21	1	17310000	24250000	346	-0.3523
21	1	24270000	24350000	5	-5
21	1	24370000	36370000	589	-0.4011
21	1	36390000	38530000	107	-0.0405
21	1	38550000	41550000	150	0.7138
21	1	41570000	42730000	59	0.2674
21	1	42750000	45450000	133	0.7146
21	1	45470000	49270000	188	-0.4349
21	1	49290000	50590000	66	-1.2921
21	1	50610000	51650000	53	-0.3626
21	1	51670000	54690000	152	0.2132
21	1	54710000	59230000	226	0.6188
21	1	59250000	62130000	145	-0.9935
21	1	62150000	64030000	95	-0.0705
21	1	64050000	71850000	388	-0.7146
21	1	71870000	74510000	133	-1.3777
21	1	74530000	79430000	245	-0553
21	1	79450000	84190000	225	-1.3072
21	1	84210000	87370000	159	-0.2026
21	1	87390000	91370000	200	-0.8432
21	1	91390000	95050000	182	-0.1505
21	1	95070000	109090000	671	-0.8624
21	1	109110000	121150000	570	-0.473
21	1	121170000	147390000	93	0.4841
21	1	147710000	149850000	21	-2.3536
21	1	149870000	150270000	20	0278
21	1	150290000	150490000	11	1.1884
21	1	150510000	150750000	13	2.0805
21	1	150770000	151510000	38	1.4488
21	1	151530000	153150000	82	0.8944
21	1	153170000	157270000	205	1.2988
21	1	157290000	159310000	102	0.7672
21	1	159330000	163450000	203	1.618
21	1	163470000	186410000	1143	0.4949
21	1	186430000	196610000	510	0.2113
21	1	196630000	248150000	2506	0796
21	1	248170000	249210000	39	0.0566
21	2	30000	8530000	416	0.1138
21	2	8550000	12350000	191	0.4908
21	2	12370000	24870000	618	0.0178
21	2	24890000	29670000	240	0.8837
21	2	29690000	32070000	120	-0.692
21	2	32090000	32910000	39	0.2686
21	2	32930000	34210000	64	-0857
21	2	34230000	36690000	123	-1.2061
21	2	36710000	39990000	164	-0.237
21	2	40010000	42030000	102	-1.2673
21	2	42050000	43730000	85	-0932
21	2	43750000	44190000	23	0.4909
21	2	44210000	46950000	138	-0.6185
21	2	46970000	48930000	99	0.8723
21	2	48950000	55390000	321	0.3816
21	2	55410000	55950000	28	0.9234
21	2	55970000	60330000	218	-0.1473
21	2	60350000	65530000	257	0.4085
21	2	65550000	68250000	135	-0.0242
21	2	68270000	74910000	331	0.3765
21	2	74930000	84570000	480	-0.1383
21	2	84590000	100270000	396	0.4401
21	2	100290000	108890000	417	0.1657
21	2	108910000	115070000	228	0.4458
21	2	115090000	118550000	170	-0.1361
21	2	118570000	122970000	219	0.4244
21	2	122990000	127050000	203	-0.156
21	2	127070000	129590000	125	0894
21	2	129610000	130630000	51	0.1396
21	2	130650000	131090000	18	0.7735
21	2	131110000	131870000	23	0.1879
21	2	131890000	132430000	23	0.8268
21	2	132450000	134610000	95	-0.0084
21	2	134630000	137250000	132	0.456
21	2	137270000	158590000	1053	0.0279
21	2	158610000	192590000	1689	0.2421
21	2	192610000	196030000	171	-0.2838
21	2	196050000	201210000	258	0.2661
21	2	201230000	204330000	153	0.6365
21	2	204350000	230610000	1307	-0.7862
21	2	230630000	234970000	214	-0.2557
21	2	234990000	243050000	397	-0946
21	3	70000	2510000	123	0.3136
21	3	2530000	5270000	137	0.8279
21	3	5290000	8470000	159	0.4349
21	3	8490000	15830000	366	0.9419
21	3	15850000	30650000	736	0.2961
21	3	30670000	33970000	166	0.6994
21	3	33990000	36530000	128	0.1248
21	3	36550000	39510000	149	0.6764
21	3	39530000	41890000	118	0.3302
21	3	41910000	48350000	322	0.6867
21	3	48370000	54770000	319	0.0505
21	3	54790000	57250000	124	-0.6612
21	3	57270000	57650000	20	0.7329
21	3	57670000	58650000	49	-0.3259
21	3	58670000	65330000	334	-0.9134
21	3	65350000	67170000	86	1.0481
21	3	67190000	69010000	91	-0.0298
21	3	69030000	69150000	7	1.7708
21	3	69170000	75610000	323	0.2369
21	3	75630000	75750000	6	-5
21	3	75770000	93790000	737	-0.0812
21	3	93810000	118750000	1242	-0.3385
21	3	118770000	131850000	647	0.0477
21	3	131870000	148530000	828	0165
21	3	148550000	173070000	1223	1.0228
21	3	173090000	180770000	382	0.6063
21	3	180790000	182150000	69	0.0906
21	3	182170000	183950000	90	0.888
21	3	183970000	186970000	150	-0.0092
21	3	186990000	192910000	296	-0087
21	3	192930000	197850000	240	0.1121
21	4	50000	370000	16	0.47
21	4	390000	9150000	428	-0.4018
21	4	9170000	38610000	1454	-1.0007
21	4	38630000	40970000	117	-0.2323
21	4	40990000	41210000	12	0.6245
21	4	41230000	42690000	73	1.2268
21	4	42710000	43850000	58	0488
21	4	43870000	47430000	179	-1.1564
21	4	47450000	53350000	117	-0.0264
21	4	53370000	54630000	64	0.4828
21	4	54650000	57890000	162	1.1766
21	4	57910000	60250000	113	0729
21	4	60270000	68050000	388	-0.4304
21	4	68070000	71110000	151	0.4854
21	4	71130000	103310000	1596	0.0783
21	4	103330000	104190000	44	0.6935
21	4	104210000	107550000	167	-0.1021
21	4	107570000	109550000	99	-1.081
21	4	109570000	128230000	922	-0.3374
21	4	128250000	128870000	32	1.7251
21	4	128890000	191030000	3088	-0.2646
21	5	30000	22210000	1089	0.1061
21	5	22230000	25330000	154	0.7207
21	5	25350000	33190000	393	-0.0531
21	5	33210000	37530000	205	1.0211
21	5	37550000	39190000	83	0864
21	5	39210000	45890000	334	0.0262
21	5	49570000	54410000	241	-1.0763
21	5	54430000	55290000	44	0.392
21	5	55310000	68330000	649	-0.7811
21	5	68350000	81150000	548	-0.3507
21	5	81170000	130750000	2464	-0.9798
21	5	130770000	144970000	705	-0.4649
21	5	144990000	151450000	322	-0.0604
21	5	151470000	167430000	790	-0.4137
21	5	167450000	180710000	634	-0.0252
21	6	170000	210000	3	-3.3057
21	6	230000	8570000	416	0.798
21	6	8590000	9330000	38	1.4949
21	6	9350000	24150000	736	0.6809
21	6	24170000	30210000	288	1.2564
21	6	30230000	45650000	762	0.6342
21	6	45670000	49130000	173	0.135
21	6	49150000	56310000	356	0.3846
21	6	56330000	57290000	48	1.0316
21	6	57310000	69910000	454	-0.3445
21	6	69930000	76750000	337	0.1173
21	6	76770000	79570000	141	-0.4126
21	6	79590000	91470000	593	0.09
21	6	91490000	104990000	665	-0.1724
21	6	105010000	112530000	375	0.3107
21	6	112550000	116350000	189	-0.1628
21	6	116370000	120550000	209	0.2215
21	6	120570000	121390000	40	-0.7657
21	6	121410000	160950000	1960	0.0907
21	6	160970000	170890000	486	-0.2932
21	7	50000	8410000	406	-0.4518
21	7	8430000	10210000	90	-1.8337
21	7	10230000	21210000	550	-0.9065
21	7	21230000	48430000	1343	-0864
21	7	48450000	55610000	355	-0.9167
21	7	55630000	65590000	195	-0.0558
21	7	65610000	83650000	804	-0.6586
21	7	83670000	86510000	143	-1.3955
21	7	86530000	88210000	85	-0.2219
21	7	88230000	89710000	75	-1.3622
21	7	89730000	108230000	896	-0.4682
21	7	108250000	111370000	157	-2.2529
21	7	111390000	126470000	754	-0.3959
21	7	126490000	135670000	449	-0.0315
21	7	135690000	137070000	69	-0.6
21	7	137090000	142750000	275	0.0875
21	7	142770000	147610000	218	-0.4941
21	7	147630000	159110000	553	-0.095
